Lp.;Nazwa własna;Telefon;Email;Charakter usług;Kategoria obiektu;Rodzaj obiektu;Adres
3042;KORONA;68 355 04 65;pensjonat-korona@wp.pl;stały;***;pensjonat;67-100 Otyń, ul. M.Konopnickiej 43
3043;DYCHÓW;+4868 383 53 41;recepcja.dychow@elbest.pl;stały;***;pensjonat;66-626 Dychów, Dychów 4
3044;GALERY 2000;(074) 854-12-57;;stały;***;pensjonat;58-160 Świebodzice, Środkowa 161 c
3045;Nad Zalewem;;;stały;***;pensjonat;62-571 Stare Miasto, Ogrodowa 65
3046;ANTAŁÓWKA;;;stały;***;pensjonat;34-500 Zakopane, ul. Wierchowa 2
3047;KOLORY ŚWIATA;506 292 349;recepcja@koloryswiata.eu;stały;***;pensjonat;28-131 Solec-Zdrój, Leśna 8
3048;CRR KRUS Szklarska Poręba;(075) 717-30-01;;stały;***;pensjonat;58-580 Szklarska Poręba, Koprenika 14
3049;GONG;(0 18)200-11-88;biuro@gong-zakopane.pl;stały;***;pensjonat;34-500 Zakopane, ul. Piłsudskiego 8C
3050;LIMBA;(18) 267-94-83;recepcja@pensjonatlimba.pl;stały;***;pensjonat;34-700 Rabka-Zdrój, ul. nowy świat 50
3051;"PENSJONAT ""TAŁTY""";87-421-63-98;kontakt@pensjonat-talty.pl;stały;***;pensjonat;11-730 Tałty, 19
3052;UROCZYSKO ZABOREK;(83) 341 30 68;pensjonat@zaborek.com.pl;stały;***;pensjonat;21-505 Janów Podlaski, Kolonia Janów Podlaski 28
3053;W SAM LAS;662 244 243;barnowko13@wsamlas.pl;stały;***;pensjonat;74-311 Barnówko, Barnówko
3054;POD TATRAMI;(0 18)275-55-80;recepcja@podtatrami.com.pl;stały;***;pensjonat;34-424 Bańska Niżna, ul. Na Brzegu 21
3055;WILLA W PARKU;748691226;;stały;***;pensjonat;57-320 Polanica-Zdrój, MATUSZEWSKIEGO 14
3056;PENSJONAT;883 978 740;kontakt@mlodzikowo.pl;stały;***;pensjonat;63-023 Młodzikowo, młodzikowo
3057;"""LILA""";542 833 235;recepcja@pensjonatlila.pl;stały;***;pensjonat;87-720 Ciechocinek, Konopnickiej 37
3058;WILLA SORRENTO;(12 ) 282-67-25;biuro@willa-sorrento.pl;stały;***;pensjonat;32-065 Krzeszowice, ul. Kościuszki 15
3059;MYKA;601384856;magdalena@myka.pl;stały;***;pensjonat;22-400 Zamość, starowiejska 25a
3060;SZAJNA SPA;13 43 574 70;recepcja@szajnarymanow.pl;stały;***;pensjonat;38-481 Rymanów-Zdrój, kasztanowa 11
3061;"PENSJONAT ""HUBERTUS""";89-742-45-57;hubertus@pensjonat-hubertus.pl;stały;***;pensjonat;11-700 Kosewo, 77
3062;"""MARGARETKA ŚWIĘTOKRZYSKA""";41311 10 69, 6;rezerwacja@margaretka-swietokrzyska.pl;stały;***;pensjonat;26-001 Brzezinki, Brzezinki 83
3063;PASTELOWY;91- 321-93-40;recepcja@pastelowy.pl;stały;***;pensjonat;72-600 Świnoujście, Słowackiego 35
3064;JURKOWSKI;18 262-66-08;jurkowski@ns.home.pl;stały;***;pensjonat;34-452 Ochotnica Dolna, Os. Równie 1
3065;AFRODYTA;+48 95 757 62 81;pensjonat@pensjonat-afrodyta.pl;stały;***;pensjonat;69-220 Ośno Lubuskie, Grunwaldzka 46
3066;Komorniki;;;stały;***;pensjonat;62-062 Komorniki, Poznańska 81
3067;ANNA - MARIA;(0 18)353-02-70;anna-maria@anna-maria.pl;stały;***;pensjonat;38-316 Wysowa-Zdrój, Wysowa Zdrój 132
3068;Lider;757 172 043;lider@lider.com.pl;stały;***;pensjonat;58-580 Szklarska Poręba, Cicha 4
3069;"PENSJONAT ""CHRISTEL""";89-742-36-11;recepcja@christel.com.pl;stały;***;pensjonat;11-700 Sądry, 3
3070;POD DŁUGĄ POLANĄ;18 264-64-07;pensjonat@poddlugapolana.pl;stały;***;pensjonat;34-400 Nowy Targ, os. Oleksówki 4b
3071;SKALNY;18 262-17-49;biuro@skalny.pl;stały;***;pensjonat;34-460 Szczawnica, ul. Św. Krzyża 22 B
3072;SZAROTKA;18 201-48-02;szarotka@szarotka.pl;stały;***;pensjonat;34-500 Zakopane, ul. Małe Żywczańskie 16 A
3073;PREZYDENT;(0 18)267-67-33;recepcja@pensjonatprezydent.eu;stały;***;pensjonat;34-700 Rabka-Zdrój, ul. Na Banię 16 A
3074;TERESA;87-421-16-44;pensjonatteresa@post.pl;stały;***;pensjonat;11-513 Miłki, Marcinowa Wola 2A
3075;NOWAK;18 262-89-64;recepcja@pensjonatnowak.pl;stały;***;pensjonat;34-442 Łapsze Niżne, ul. Długa 132
3076;CYRKON;696022358;pensjonat@cyrkon.org.pl;stały;***;pensjonat;27-570 Kopiec, Kopiec
3077;KAMIENICA PRZY BRAMIE;660857682;kamienicaprzybramie@gmail.com;stały;***;pensjonat;27-500 Opatów, Kościuszki 14
3078;SZACH;(0 18)471-27-17;;stały;***;pensjonat;33-380 Krynica-Zdrój, ul. Zieleniewskiego 1
3079;PERŁA POLANICY;748690651;;stały;***;pensjonat;57-320 Polanica-Zdrój, OGRODOWA 4
3080;PENSJONAT M. F.;55-641-26-10;info@pensjonatmf.pl;stały;***;pensjonat;82-300 Elbląg, Św. Ducha 26
3081;PENSJONAT SOSNOWE ZACISZE;84 665 40 20;recepcja@sosnowe-zacisze.pl;stały;***;pensjonat;22-672 Susiec, Turystyczna 27
3082;PONIATOWSKI;85 722-07-10;biuro@pensjonat-poniatowski.pl;stały;***;pensjonat;16-150 Suchowola, Białostocka 21
3083;WILLA WOLNOŚĆ;074/ 866 14 60;biuro@willawolnosc.pl;stały;***;pensjonat;57-350 Kudowa-Zdrój, 1 Maja 20
3084;DAWIDEK;18 201-91-06;biuro@dawidek.com.pl;stały;***;pensjonat;34-500 Zakopane, ul. Pardałówka 8
3085;SZAFRAN;7289895-46;biuro@willaszafran.pl;stały;***;pensjonat;34-514 Dzianisz, Dzianisz 14
3086;PENSJONAT MAX;757619719;recepcja@pensjonatmax.pl;stały;***;pensjonat;58-540 Karpacz, KOWARSKA 5A
3087;POD KOGUTAMI;413 679 040;recepcja@podkogutami.pl;stały;***;pensjonat;26-004 Bieliny, Kielecka 168
3088;WITOLDÓWKA;(18) 471-55-77;witoldowka@pro.onet.pl;stały;***;pensjonat;33-380 Krynica-Zdrój, ul. Bulwary Dietla 10
3089;KOŚCIUSZKO;(0 18) 471-23-4;kosciuszko@krynica.pl;stały;***;pensjonat;33-380 Krynica-Zdrój, ul. Kościuszki 36
3090;"""STARA KARCZMA""";0-58 552 - 51;;stały;***;pensjonat;80-324 Gdańsk, Stary Rynek Oliwski 7
3091;ORLA SKAŁA;757173402;orlaskala@szklarska.pl;stały;***;pensjonat;58-580 Szklarska Poręba, ORLA SKAŁA 2
3092;USTRONIE LEŚNE;602133764;ustronielesne@gmail.com;stały;***;pensjonat;25-116 Kielce, Ściegiennego 208
3093;TAJEMNICZY OGRÓD;605 992 539;topensjonat@op.pl;stały;***;pensjonat;34-435 Frydman, ul. Jana Pawła II 31
3094;BOUTIQUE BRAJT;713 462 981;brajt@brajt.pl;stały;***;pensjonat;50-072 Wrocław, Włodkowica 18
3095;ADRIA;(18) 201-44-24;adria@regle.pl;stały;***;pensjonat;34-500 Zakopane, ul. Grunwaldzka 5
3096;ZŁOTE GÓRY;748136656;kontakt@zlotegory.com;stały;***;pensjonat;57-550 Sienna, sienna 5h
3097;ORLICKA SKAŁA;500801028;;stały;***;pensjonat;57-340 Zieleniec, ZIELENIEC 3A
3098;ŚWISTAK;(18) 207-91-23;biuro@swistak.net.pl;stały;***;pensjonat;34-511 Kościelisko, ul. Boczna 26
3099;GRANADA;748660121;;stały;***;pensjonat;57-340 Łężyce, ŁĘŻYCE 48
3100;WILLA RÓŻANA;81 743 07 82;recepcja@ormonderesorts.pl;stały;**;pensjonat;24-140 Nałęczów, lipowa 8
3101;"""POLONIA""";0 - 55 - 247 -;polonia@mierzeja.pl;stały;**;pensjonat;82-120 Krynica Morska, Świerczewskiego 19
3102;SAGE;68 34 12 518;e.pigla@op.pl;stały;**;pensjonat;66-220 Kosobudz, kosobudz 21
3103;WILLA STYL;+48 32 349 41 40;jaworski@willastyl.com.pl;stały;**;pensjonat;41-600 Świętochłowice, Dworcowa 8
3104;MELAXA;033/ 864-12-23;pensjonat@melaxa.com.pl;stały;**;pensjonat;34-350 Węgierska Górka, Zielona 6
3105;ROZTOCZAŃSKIE CENTRUM KONFERENCYJNE;509 397 335;kontakt@perlatanwi.pl;stały;**;pensjonat;23-412 Pisklaki,
3106;CYKADA;846416400;;stały;**;pensjonat;22-424 Horyszów Polski, horyszów polski 48
3107;CARMEN;(075) 717-25-58;;stały;**;pensjonat;58-580 Szklarska Poręba, Broniewskiego 8
3108;ZIELONE WZGÓRZE;790500503;;stały;**;pensjonat;57-550 Bolesławów, BOLESŁAWÓW 52-53
3109;"PENSJONAT ""MIKOŁAJKI""";87-421-64-37;pensjonatmikolajki@epoczta.pl;stały;**;pensjonat;11-730 Mikołajki, Kajki 18
3110;PENSJONAT MICHELON;542354651;pensjonat.michelin@onet.eu;stały;**;pensjonat;87-800 Włocławek, Lipowa 12B-14
3111;"""MIJAMAR""";0-58 774 - 16;mijamar@topnet.pl;stały;**;pensjonat;84-113 Białogóra, Wierzchucino
3112;HALNY;(18) 201-20-41;halny@mati.zakopane.pl;stały;**;pensjonat;34-500 Zakopane, ul. Siekiewicza 6 a
3113;ORLE;(18) 476-18-26;;stały;**;pensjonat;33-380 Krynica-Zdrój, Piorunka 54
3114;ALPEJSKI DWÓR;748136321;PENSJONAT@ALPEJSKIDWOR.PL;stały;**;pensjonat;57-211 Międzygórze, SANATORYJNA 13
3115;KIMADŁO WAMPIRA;13 467 72 18;info@bieszczady.com.pl;stały;**;pensjonat;38-543 Nowy Łupków, 18
3116;NAD POTOKIEM;748 664 431;info@nad.potokiem.pl;stały;**;pensjonat;57-350 Kudowa-Zdrój, Nad Potokiem
3117;EMILIA;(18) 353-20-92;pensjonatemilia@gmail.com;stały;**;pensjonat;38-316 Wysowa-Zdrój, Wysowa Zdrój 207
3118;POD GIEWONTEM;(18) 200-13-13;pensjonat@podgiewontem.zakopane.pl;stały;**;pensjonat;34-500 Zakopane, ul. Skibówki 35 A
3119;AMONIT;(18) 331-78-84;zagrodagorce@onet.eu;stały;**;pensjonat;34-735 Niedźwiedź, Podobin 328
3120;ZDROWIE;(18) 471-54-22;fwp@krynica.com.pl;stały;**;pensjonat;33-380 Krynica-Zdrój, Piłsudskiego 16
3121;POD ZEGAREM;095/746-07-22,;pensjonat@chronos-poland.com;stały;**;pensjonat;74-320 Moczkowo, Źródlana 1A
3122;TRANS - EXPRES;12 268-20-91;pensjonat@trans-expres.com.pl;stały;**;pensjonat;30-426 Kraków, ul. Montwiłła – Mireckiego 7 B
3123;JANUS;87-423-64-50;pensjonatjanus@pro.onet.pl;stały;**;pensjonat;12-220 Ruciane-Nida, Guzianka 1
3124;GORC;(18) 332-40-71;pensjonat-gorc@anronet.pl;stały;**;pensjonat;34-607 Szczawa, Szczawa 475
3125;KAPRYS;18 471-55-52;fwp@krynica.com.pl;stały;**;pensjonat;33-380 Krynica-Zdrój, Pułaskiego 12
3126;ANDROMEDA;12 399-44-43;;stały;**;pensjonat;32-444 Myślenice, Bęczarka 283
3127;PEGAZ;(075) 76-19-264;;stały;**;pensjonat;58-550 Karpacz, Karkonoska 17
3128;Feniks Pensjonat;(61) 832 60 75;pensjonatjas@optimedia.pl;stały;**;pensjonat;61-474 Poznań, Czeremchowa 26
3129;KASIA;(075) 76-19-362;;stały;**;pensjonat;58-540 Karpacz, Świerkowa 2
3130;MAGDA;(074) 83-69-928;pensjonat@magda.com.pl;stały;**;pensjonat;58-250 Pieszyce, Lasocin 9
3131;PANORAMA;(074) 868-16-23;;stały;**;pensjonat;57-320 Polanica-Zdrój, Mariańska 3
3132;ŚNIEŻNA KOPA;075) 761-02-41;;stały;**;pensjonat;58-564 Sosnówka, Muflonowa 2
3133;GOŚCINIEC PIENIŃSKI;609 442 154;biuro@pieninski.pl;stały;**;pensjonat;34-440 Kluszkowce, ul. Karpacka 1
3134;ELDORADO;(075) 78-16-780;;stały;**;pensjonat;59-850 Świeradów-Zdrój, Piastowska 1
3135;LITWORÓWKA;(0 18)207-31-65;info@litworowka.pl;stały;**;pensjonat;34-520 Poronin, ul. Tatrzańska K/3 B
3136;FORTUNA;(075) 781-62-03;;stały;**;pensjonat;59-850 Świeradów-Zdrój, Kościelna 4
3137;NOWY MŁYN;792 616 403;biuro@nowymlyn.pl;stały;**;pensjonat;74-406 Namyślin, namyślin 46
3138;CZARNY STAW;094/318-98-35,;;stały;**;pensjonat;76-032 Mielno, B. Chrobrego 11
3139;MALWA;757 816 630;biuro@pensjonat-malwa.pl;stały;**;pensjonat;59-850 Świeradów-Zdrój, BRONKA CZECHA 2
3140;SEROKOMLA;81 881 52 40;serokomla@janowiec.serokomla.com.pl;stały;**;pensjonat;24-123 Janowiec, rynek 12
3141;PENSJONAT WILEŃSKI;667-640-825;pensjonatwilenski@wp.pl.pl;stały;**;pensjonat;11-700 Mrągowo, Wileńska 8a
3142;"""RIWIERA""";55/261-71-86;riwiera@op.pl;stały;**;pensjonat;82-120 Krynica Morska, Rybacka 38
3143;"""DWOREK SZLACHECKI""";58/674-80-03;;stały;**;pensjonat;84-105 Karwia, Wojska Polskiego 1A
3144;"""KALINA""";605-505-552;janusz_kalina@wp.pl;stały;**;pensjonat;82-103 Jantar, Morska 9
3145;"""PENSIONE ANTONIO""";59/ 848-30-80;mars512@2com.pl;stały;**;pensjonat;76-200 Słupsk, Wileńska 8
3146;"""PORTOBELLO""";663-059-191;portobello@portobello-ustka.pl;stały;**;pensjonat;76-270 Ustka, Bulwar Portowy 5
3147;"""BATORY""";0 - 58 674 - 8;;stały;**;pensjonat;84-105 Karwieńskie Błoto Drugie, Pólnocna 1
3148;"""U BOGUSI""";13 469 21 91;pensjonat_u_bogusi@wp.pl;stały;**;pensjonat;38-610 Berezka, berezka 23a
3149;POD PIEPRZÓWKAMI;509 310 097;rezerwacja@podpieprzowkami.pl;stały;**;pensjonat;39-432 Zalesie Gorzyckie, Zalesie Gorzyckie 6
3150;DWÓR KAMIONACZ;43 827-41-68;;stały;**;pensjonat;98-290 Kamionacz, Kamionacz 11
3151;"PENSJONAT ""MAGDA""";89-742-14-07;magda@pensjonat-magda.pl;stały;**;pensjonat;11-710 Krutyń, 74
3152;POŁUDNIE;(12) 289-02-10;recepcja@pensjonatpoludnie.wieliczka.pl;stały;**;pensjonat;32-020 Wieliczka, ul. Czarnochowska 30
3153;ZAJAZD JĘDRULA;83 311 11 09;mak_an@interia.pl;stały;**;pensjonat;21-550 Terespol, 3-go Maja37A
3154;BIELIK;601-554-204;pensjonatbielik@onet.pl;stały;**;pensjonat;73-121 Trąbki, 1d
3155;DWOREK ZŁOTY RÓG;12 415-62-19;dworek@zlotyrog.com;stały;**;pensjonat;31-216 Kraków, ul. Legnicka 3
3156;VILLA PACOLDI;18 471-20-77;fwp@krynica.com.pl;stały;**;pensjonat;33-380 Krynica-Zdrój, Jana Kiepury 6
3157;BOROWIK;0757553673, 075;dwborowik@poczta.onet.pl;stały;**;pensjonat;58-570 , WCZASOWA 6
3158;CHATA SUDECKA;601801243;;stały;**;pensjonat;57-550 Sienna, SIENNA 7H
3159;PENSJONAT SIELANKA;87-421-06-15;skimazury@skimazury.pl;stały;**;pensjonat;11-510 Okrągłe, 10
3160;NOVA;074/ 869 0073;pensjonat.nova@wp.pl;stały;**;pensjonat;57-320 Polanica-Zdrój, Lipowa 6/8
3161;Cztery Korony;;;stały;**;pensjonat;63-100 Śrem, Malczewskiego 1
3162;BLISS;074/ 869 13 13;;stały;**;pensjonat;57-320 Polanica-Zdrój, Wojska Polskiego 8 a
3163;"""PENSJONAT PRZY ZAMKU""";0 - 59 83-43-;pensjonatprzyzamku@op.pl;stały;**;pensjonat;77-300 Człuchów, Kościelna 4
3164;MARTIN;(075) 717-34-44;MARTINPIOTR@neostrada.pl;stały;**;pensjonat;58-580 Szklarska Poręba, Odrodzenia 7
3165;U MARIANNY BIS;876 432 679;;stały;**;pensjonat;16-300 Augustów, Rajgrodzka 98
3166;Ester;(65) 529 10 25;pensjonat_ester@interia.pl;stały;**;pensjonat;64-100 Leszno, Narutowicza 61a
3167;U MARIANNY;87 64 45 711;;stały;**;pensjonat;16-300 Augustów, Rajgrodzka 98
3168;BAHAMA;722 210 555;;stały;**;pensjonat;26-008 Skorzeszyce, Skorzeszyce 1
3169;DWÓR DOBARZ;85 - 749 26 67;;stały;**;pensjonat;19-104 Trzcianne, Dobarz 8/9
3170;PIŁA MŁYN;668 35 44 82;malmipilamlyn@gmail.com;stały;**;pensjonat;89-520 Gostycyn, Brzozowa
3171;SZCZEPANIAKÓWKA;(18) 262-91-05;szczepaniak@pensjonat-niedzica.com.pl;stały;**;pensjonat;34-441 Niedzica, ul. Nad Zalewem 8
3172;PARADISE;(075) 76-19-778;;stały;**;pensjonat;58-550 Karpacz, Strażacka 5
3173;"""ADMIRAŁ""";0-58 675-29-0;kontakt@admiral-jastarnia.pl;stały;**;pensjonat;84-140 Jastarnia, Ks. W. Kossak-Główczewskiego 21
3174;ZACISZE;604 265 885;pensjonat@zaciszeczchow.pl;stały;**;pensjonat;32-860 Czchów, ul. Kwaśniówka 23
3175;U BENEDYKTA;18 265-06-96;noclegi@ubenedykta.pl;stały;**;pensjonat;34-440 Kluszkowce, ul. Kamieniarska 21A
3176;ABIR;757616231;;stały;**;pensjonat;58-550 Karpacz, Karkonoska 51
3177;PENSJONAT ZDROJOWY;(18) 544-74-10;recepcja@pensjonatzdrojowy.pl;stały;**;pensjonat;34-700 Rabka-Zdrój, ul. Poniatowskiego 254
3178;CEZAR;0-85 65-64-060;;stały;**;pensjonat;17-300 Siemiatycze, Mickiewicza 10
3179;ISKRA;032-380-11-44/4;poltrans@cateringam.pl;stały;**;pensjonat;42-463 Mierzęcice, Osiedle 166
3180;CZARDASZ;18 262-92-32;biuro@czardaszniedzica.pl;stały;**;pensjonat;34-441 Niedzica, os. Zamek 71
3181;EL-TAN;748177912;pensjonat@eltan.pl;stały;**;pensjonat;57-251 Laski, LASKI 15
3182;"""GAWRA""";13 469 60 60;pensjonat@gawra.bieszczady.pl;stały;**;pensjonat;38-600 Lesko, 1000-Lecia 4
3183;SPISKI;(6004)305-38;j.szpernoga@sofegar.pl;stały;**;pensjonat;34-441 Niedzica, ul. Św. Anny 236 A, kacwin
3184;KORPAŁÓWKA;18 265-05-00;;stały;**;pensjonat;34-440 Kluszkowce, ul. Karpacka 8
3185;Saga;(61) 872 62 42;info@saga.poznan.pl;stały;**;pensjonat;61-323 Poznań, Garaszewo 38
3186;JOWISZ;91-321-38-50;biuro@pensjonatjowisz.pl;stały;**;pensjonat;72-600 Świnoujście, Jana Matejki 21
3187;STAŃCZYK;(0 12)656-05-07;info@pensjonatstanczyk.pl;stały;**;pensjonat;30-504 Kraków, ul. Kalwaryjska 16
3188;NATURA;084-660 77 42;natura_sc@wp.pl;stały;**;pensjonat;22-440 Krasnobród, Zamojska 23
3189;SZAROTKA;(18) 265-05-52;szarotka@kluszkowce.pl;stały;**;pensjonat;34-400 Kluszkowce, ul. Pienińska 16
3190;Restauracja Pod Wietrzną Górą;081-88-10-640;info@wietrznagora.pl;stały;**;pensjonat;24-120 Kazimierz Dolny, Krakowska 1
3191;WILLA CZAROWNICA;512193331;willaczarownica@wp.pl;stały;**;pensjonat;26-006 Nowa Słupia, staszica 19b
3192;STOŻEK;601 512 199;willastozek@gmail.com;stały;**;pensjonat;34-405 Białka Tatrzańska, ul. Środkowa 182 B
3193;JAWORZYNA;601 911 994;pensjonatjaworzyna@wp.pl;stały;**;pensjonat;33-370 Muszyna, ul. Polna 24a
3194;"""NAUTILUS""";0 - 58 674 -;pensjonat@nautilus-karwia.pl;stały;**;pensjonat;84-105 Karwia, Stokrotki 1
3195;MIMOZA;(075) 78-16-530;;stały;**;pensjonat;59-850 Świeradów-Zdrój, Leśna 1
3196;ZAKŁAD AKTYWNOŚCI ZAWODOWEJ PENSJONAT NA WZGÓRZACH;12 681-47-7;zaz_pensjonat@o2.pl;stały;**;pensjonat;31-721 Kraków, Os. Na Wzgórzach 44
3197;POD NOSALEM;18 200-02-80;pensjonat@nosal.pl;stały;**;pensjonat;34-500 Zakopane, ul. Balzera 23 B
3198;"""AMELIA""";013 435-01-94 l;bieszczady3@wp.pl;stały;**;pensjonat;38-440 Iwonicz-Zdrój, Kulczyńskiego 2
3199;BOSS;091/ 38 26 531,;;stały;**;pensjonat;72-400 Dziwnów, Kościelna 11
3200;HAWANA;033/ 8536-279;hawana@bb.onet.pl;stały;**;pensjonat;43-438 Brenna, Jatny 34
3201;"""EDEN""";0-58 551 - 15;;stały;**;pensjonat;81-722 Sopot, Ks. A. Kordeckiego 4-6
3202;MAGDA II;748313822;magdalena.samolyk@magda.com.pl;stały;**;pensjonat;58-250 Pieszyce, LASOCIN 7A
3203;VILLA BERGERA;748310479;info@villa-bergera.pl;stały;**;pensjonat;58-200 Dzierżoniów, SIENKIEWICZA 15
3204;RAAD NA UROCZYSKU;(075) 7173571;;stały;**;pensjonat;58-580 Szklarska Poręba, Kołłątaja 3a
3205;ARKA;(075) 78-16-436;;stały;**;pensjonat;59-850 Świeradów-Zdrój, Willowa 6
3206;"""IRENA""";0-58 551 - 20;biuro@pensjonat-irena.gda.pl;stały;**;pensjonat;81-786 Sopot, Chopina 36
3207;PENSJONAT POD SAMOWAREM;(18) 473-11-11;kontakt@podsamowarem.pl;stały;**;pensjonat;33-383 Tylicz, ul. Pułaskiego 49
3208;"PENSJONAT ""HUBERTUS""";608 725 657;;stały;**;pensjonat;37-620 Horyniec-Zdrój, Senatoryjna 1
3209;ARNIKA;(0 18)201-26-73;pensjonatarnika@penjsonatarnika.com;stały;**;pensjonat;34-500 Zakopane, ul. Sabały 8
3210;Pensjonat;(+48 48) 614-67;;stały;**;pensjonat;26-900 Kozienice, Bohaterów Studzianek 30
3211;TATRA HOUSE;(18__)201-62-00;info@krzeptowki.pl;stały;**;pensjonat;34-500 Zakopane, ul. krzeptówki boczna 6
3212;MELAFIR;748146274;biuro@melafir.biz.pl;stały;**;pensjonat;57-540 Lądek-Zdrój, ZAMENHOFA 4
3213;WIDOK;(0 18) 265-02-5;widok@afr.pl;stały;*;pensjonat;34-440 Czorsztyn, ul. Drohojowskich 18
3214;Hubertus;;;stały;*;pensjonat;62-050 Mosina, Chopina 42
3215;Pod Kasztanem;(61) 828 80 80;Pensjonat_Pod_Kasztanem@wp.pl;stały;*;pensjonat;61-680 Poznań, Piołunowa 1-3
3216;WOLSKI;(18) 275-01-21;pensjonat@wolski.pl;stały;*;pensjonat;34-440 Kluszkowce, Mizerna 114
3217;SOPLICOWO;(0 18)471-22-52;fwp@krynica.com.pl;stały;*;pensjonat;33-380 Krynica-Zdrój, ul. Pułaskiego 17
3218;CONSTANS;504 666 400;info@pensjonatconstans.pl;stały;*;pensjonat;76-107 Jarosławiec, Admiralska 4
3219;LEMA;071/ 38 46 273;;stały;*;pensjonat;56-320 Krośnice, Parkowa 16 - Wierzchowice
3220;ALICJA FLORENTYNA NOWAK;91-563-09-98;;stały;*;pensjonat;74-201 Obryta, Obryta 5
3221;MIRANDA;(074) 86-81-764;;stały;*;pensjonat;57-320 Polanica-Zdrój, Mariańska 17
3222;SOKOLEC;(074) 87-16-103;;stały;*;pensjonat;57-450 Ludwikowice Kłodzkie, Sokolec 35
3223;TORO;(075) 76 19 695;;stały;*;pensjonat;58-540 Karpacz, Karkonoska 43
3224;POD BASZTĄ;533-089-134;;stały;*;pensjonat;66-235 Torzym, Warszawska 19
3225;ZAMECZEK;(075) 777-23-02;;stały;*;pensjonat;58-580 Szklarska Poręba, Piastowska 39
3226;BOHEMIA CLUB;664433907;;stały;*;pensjonat;48-300 Skorochów, Kasztanowa 29
3227;U JANUSZA;(075) 76-19-316;;stały;*;pensjonat;58-540 Karpacz, M. C. Skłodowskiej 7a
3228;"""WOJCIECH""";58/674-20-67;pwojciech@wp.pl;stały;*;pensjonat;84-120 Władysławowo, Łąkowa 5
3229;"""Jagódka""";564 989 267;;stały;*;pensjonat;87-320 Górzno, Leśna 31
3230;U JANINY;(075) 732-44-12;;stały;*;pensjonat;59-700 Bolesławiec, Kołłątaja 20a
3231;"""KOJAK""";58/674-97-29;kojak@sky.pl;stały;*;pensjonat;84-104 Jastrzębia Góra, Topolowa 13
3232;AS;034/3582047;recepcja@pensjonatas.pl;stały;*;pensjonat;46-300 Olesno, Kościuszki 17
3233;AS;034/3582047;recepcja@pensjonatas.pl;stały;*;pensjonat;46-300 Olesno, Kościuszki 17
3234;PERŁA;91 328-13-03;perla@ta.pl;stały;*;pensjonat;72-500 Międzyzdroje, Pomorska 7
3235;PRZY DEPTAKU;748 682 829;pokoje@polanica.kko.pl;stały;*;pensjonat;57-320 Polanica-Zdrój, BYSTRZYCKA 23A
3236;GROMADA;(18)201 35 72;recepcja@pensjonatgromada.pl;stały;*;pensjonat;34-520 Poronin, ul.kasprowicza 32A
3237;HALESZKA;068/ 356-65-92;haleszka@ta.pl;stały;*;pensjonat;67-410 Lubiatów, Sławska 12
3238;PRZYSTAŃ STARA MIŁOSNA;606 403 887;BIURO@PRZYSTANSTARAMILOSNA.PL;stały;*;pensjonat;05-462 Zagórze, zAGÓRZE 9
3239;"CENTRUM TURYSTYKI AKTYWNEJ ""BAJDARKA""";85 715 39 93;;stały;*;pensjonat;18-105 Suraż, Piłsudskiego 3
3240;Wiktorówka;(61) 815 56 15;;stały;*;pensjonat;62-007 Pobiedziska, Biskupice, Promienko 59
3241;PISKLAKI;509367335;;stały;*;pensjonat;23-412 Pisklaki, Pisklaki
3242;PENSJONAT;077/4164688;;stały;*;pensjonat;49-300 Brzeg, Rzemieślnicza 7
3243;DAGLEZJA;(075) 76-19-273;;stały;*;pensjonat;58-540 Karpacz, Świerkowa 9
3244;BESKIDNIK;13 470 30 71;beskidnikbieszczady@interia.pl;stały;*;pensjonat;38-610 Myczków, myczków 71
3245;ZAJAZD LEŚNE KĄTY;15 846 75 75;zajazd2@tlen.pl;stały;*;pensjonat;39-460 Tarnowska Wola, tarnowska wola 225
3246;KARCZMA KARNASÓW;603 730 003;ukarnasow@op.pl;stały;*;pensjonat;38-607 Cisna, cisna 48a
3247;WRZOS;6011952 62;;stały;*;pensjonat;24-340 Spławy, Spławy 46B
3248;MEWA;18 471-20-51;;stały;*;pensjonat;33-380 Krynica-Zdrój, ul. Bulwary Dietla 5
3249;PRZY BŁONIACH;(12) 427-25-24;;stały;*;pensjonat;30-213 Kraków, ul. Emaus 28 B
3250;STARA OWCZARNIA;600-96-38-96;biuro@kapriola.pl;stały;*;pensjonat;68-200 Żary, Grabik 125
3251;LEŚNICZÓWKA;(18) 446-41-16;pensjonatlesniczowka@wp.pl;stały;*;pensjonat;33-350 Piwniczna-Zdrój, Kosarzyska 19
3252;FLUDER;(33) 876-14-17;;stały;*;pensjonat;34-106 Mucharz, jaszczurowa 66
3253;KAMA;(94) 351-65-52;;stały;*;pensjonat;78-100 Kołobrzeg, Wylotowa 22
3254;MAGNOLIA;512019776;;stały;*;pensjonat;22-550 Werbkowice, Gzdów 164
3255;OMEGA;;;stały;*;pensjonat;62-230 Witkowo, Skorzęcin
3256;ŻAGIELEK;501515647;;stały;*;pensjonat;16-300 Augustów, 29 Listopada 7
3257;ŹRÓDEŁKO;033/ 854-11-26;rezerwacja @ pensjonat-zrodelko;stały;*;pensjonat;43-450 Ustroń, Źródlana 24
